Geometry X Y;Geometry;N_SQ_AD;N_VOIE;C_SUF1;C_SUF2;C_SUF3;C_AR;A_NVOIE;B_ANGLE;B_OFFSTDF;B_AFFSTDF;B_HORS75;L_NVOIE;L_ADR;N_SQ_AR;N_SQ_VO;OBJECTID
48.8689299997, 2.33623442381;"{""type"": ""Point"", ""coordinates"": [2.336234423808516, 48.86892999971931]}";750005594;16;;;;2;359.69000244;O;O;;N;16;16 RUE SAINT-AUGUSTIN;750000002;750005572;123990
48.8680416116, 2.33727718224;"{""type"": ""Point"", ""coordinates"": [2.337277182236291, 48.868041611632655]}";750156295;2;;;;2;250.17999268;O;O;;N;2;2 RUE LULLI;750000002;750005781;146291
48.8655799952, 2.33886124488;"{""type"": ""Point"", ""coordinates"": [2.338861244878327, 48.86557999521607]}";750002804;117;;;;1;250.11000061;N;O;;N;117;117 GAL DE VALOIS;750000001;750005513;146578
48.8655084619, 2.34291638945;"{""type"": ""Point"", ""coordinates"": [2.342916389446565, 48.865508461891004]}";750003250;32;;;;2;216.30999756;O;O;;N;32;32 RUE D'ARGOUT;750000002;750005961;146741
48.8677209192, 2.33533955066;"{""type"": ""Point"", ""coordinates"": [2.3353395506597963, 48.86772091923784]}";750003717;29;;;;2;75.95999908;N;O;;N;29;29 PAS CHOISEUL;750000002;750005911;146785
48.8630259991, 2.33891538181;"{""type"": ""Point"", ""coordinates"": [2.338915381812107, 48.86302599913638]}";750001339;5;;;;1;166.11000061;N;O;;N;5;5 RUE MONTESQUIEU;750000001;750005640;147096
48.8628349895, 2.34006533223;"{""type"": ""Point"", ""coordinates"": [2.340065332226798, 48.86283498947962]}";750002990;23;;;;1;152.11999512;N;O;;N;23;23 GAL VERO-DODAT;750000001;750005489;147139
48.8620522549, 2.33998884878;"{""type"": ""Point"", ""coordinates"": [2.339988848782693, 48.862052254918844]}";750002515;156;;;;1;337.16000366;N;O;;N;156;156 RUE SAINT-HONORE;750000001;750005584;147223
48.8682518534, 2.33560738966;"{""type"": ""Point"", ""coordinates"": [2.335607389661206, 48.868251853430344]}";750003733;61;;;;2;67.90000153;N;O;;N;61;61 PAS CHOISEUL;750000002;750005911;147658
48.8697748325, 2.33932283773;"{""type"": ""Point"", ""coordinates"": [2.339322837731845, 48.8697748325187]}";750004120;25;;;;2;168.47000122;O;O;;N;25;25 RUE FEYDEAU;750000002;750005841;18370
48.8709691036, 2.33703201051;"{""type"": ""Point"", ""coordinates"": [2.337032010512435, 48.87096910358636]}";750004208;28;;;;2;265.20001221;N;O;;N;28;28 RUE DE GRAMONT;750000002;750005807;18686
48.8628362877, 2.34025022249;"{""type"": ""Point"", ""coordinates"": [2.340250222493828, 48.86283628767694]}";750003000;20;;;;1;331.95001221;N;O;;N;20;20 GAL VERO-DODAT;750000001;750005489;17251
48.8644120452, 2.34231374273;"{""type"": ""Point"", ""coordinates"": [2.342313742727331, 48.86441204515787]}";750000462;7;;;;1;37.22999954;N;O;;N;7;7 RUE COQ HERON;750000001;750005878;17503
48.8676841682, 2.34394332691;"{""type"": ""Point"", ""coordinates"": [2.34394332691084, 48.86768416816516]}";750004815;114;;;;2;286.11999512;N;O;;N;114;114 RUE MONTMARTRE;750000002;750005645;17546
48.8661737193, 2.33720334676;"{""type"": ""Point"", ""coordinates"": [2.33720334675508, 48.86617371933907]}";750001970;48;;;;1;250.86000061;N;O;;N;48;48 RUE DE RICHELIEU;750000001;750005602;17603
48.8629593468, 2.33523053397;"{""type"": ""Point"", ""coordinates"": [2.335230533971009, 48.862959346816226]}";750002115;1;;;;1;70.36000061;O;O;;N;1;1 RUE DE ROHAN;750000001;750005606;17795
48.8664650262, 2.33958014453;"{""type"": ""Point"", ""coordinates"": [2.339580144529482, 48.86646502624112]}";750006247;15;;;;2;69.51000214;N;O;;N;15;15 GAL VIVIENNE;750000002;750005502;19805
48.8632954912, 2.34126273334;"{""type"": ""Point"", ""coordinates"": [2.341262733338824, 48.86329549123532]}";750000447;4;;;;1;340.88000488;N;O;;N;4;4 RUE DU COLONEL DRIANT;750000001;750005957;19845
48.8688268453, 2.3351824777;"{""type"": ""Point"", ""coordinates"": [2.335182477698496, 48.86882684529014]}";750005572;29;;;;2;179.91000366;N;O;;N;29;29 RUE SAINT-AUGUSTIN;750000002;750005572;19631
48.8681759437, 2.34309865906;"{""type"": ""Point"", ""coordinates"": [2.343098659058702, 48.868175943709474]}";750005438;113;;;;2;161.83000183;N;O;;N;113;113 RUE REAUMUR;750000002;750005595;20398
48.8714812437, 2.34159315803;"{""type"": ""Point"", ""coordinates"": [2.341593158027815, 48.871481243724645]}";750006364;48;;;;2;250.13999939;O;O;;N;48;48 RUE VIVIENNE;750000002;750006607;14404
48.8695396001, 2.34120285254;"{""type"": ""Point"", ""coordinates"": [2.341202852542927, 48.869539600054246]}";750167517;22;;;;2;162.940002;N;O;N;N;22;22 PL DE LA BOURSE;750000002;750005955;14433
48.8644384755, 2.33824660814;"{""type"": ""Point"", ""coordinates"": [2.338246608144016, 48.864438475503015]}";750002825;159;;;;1;250.47000122;N;O;;N;159;159 GAL DE VALOIS;750000001;750005513;15432
48.8671461042, 2.33551977257;"{""type"": ""Point"", ""coordinates"": [2.335519772574992, 48.86714610416148]}";750005207;36;;;;2;340.51998901;N;O;;N;36;36 RUE DES PETITS CHAMPS;750000002;750005659;15511
48.8706966775, 2.33803323237;"{""type"": ""Point"", ""coordinates"": [2.338033232373418, 48.8706966775184]}";750004104;10;;;;2;255.16000366;O;O;;N;10;10 RUE FAVART;750000002;750005802;19083
48.8674061771, 2.3359637332;"{""type"": ""Point"", ""coordinates"": [2.335963733203721, 48.86740617713086]}";750005783;51;;;;2;73.73000336;N;O;;N;51;51 RUE SAINTE-ANNE;750000002;750005530;6632
48.8699640397, 2.34051578596;"{""type"": ""Point"", ""coordinates"": [2.340515785957174, 48.86996403972202]}";750004143;22;;;;2;12.03999996;O;O;;N;22;22 RUE FEYDEAU;750000002;750005841;6678
48.8642699314, 2.34159829972;"{""type"": ""Point"", ""coordinates"": [2.341598299716747, 48.86426993141093]}";750000493;32;;;;1;325.02999878;N;O;;N;32;32 RUE COQUILLIERE;750000001;750005879;11696
48.8649518512, 2.33401448587;"{""type"": ""Point"", ""coordinates"": [2.334014485866087, 48.86495185116561]}";750000102;8;;;;1;269.66000366;N;O;;N;8;8 RUE D'ARGENTEUIL;750000001;750005960;15124
48.8663253936, 2.33893137576;"{""type"": ""Point"", ""coordinates"": [2.338931375758252, 48.86632539356697]}";750005222;6;;;;2;340.26998901;O;O;;N;6;6 RUE DES PETITS CHAMPS;750000002;750005659;15170
48.8682925375, 2.33806088154;"{""type"": ""Point"", ""coordinates"": [2.338060881539266, 48.868292537523146]}";750005514;71;;;;2;70.59999847;O;O;;N;71;71 RUE DE RICHELIEU;750000002;750005602;15272
48.8716034376, 2.33885737961;"{""type"": ""Point"", ""coordinates"": [2.338857379613901, 48.87160343756995]}";750141879;5;b;;;2;194.63000488;N;O;;N;5b;5b BD DES ITALIENS;750000002;750005764;15295
48.8666563482, 2.34341475137;"{""type"": ""Point"", ""coordinates"": [2.343414751373522, 48.86665634824134]}";750003081;23;;;;2;29.93000031;N;O;;N;23;23 RUE D'ABOUKIR;750000002;750006088;15419
48.8670587785, 2.33997418226;"{""type"": ""Point"", ""coordinates"": [2.33997418226447, 48.867058778517595]}";750006319;52;;;;2;341.55999756;N;O;;N;52;52 GAL VIVIENNE;750000002;750005502;9829
48.8660503399, 2.33694013642;"{""type"": ""Point"", ""coordinates"": [2.336940136419653, 48.86605033993964]}";750001942;43;;;;1;70.88999939;O;O;;N;43;43 RUE DE RICHELIEU;750000001;750005602;9960
48.8668914471, 2.33979197973;"{""type"": ""Point"", ""coordinates"": [2.33979197972796, 48.86689144714068]}";750006284;41;;;;2;70.90000153;N;O;;N;41;41 GAL VIVIENNE;750000002;750005502;10912
48.8642586795, 2.34200774035;"{""type"": ""Point"", ""coordinates"": [2.342007740349932, 48.86425867950498]}";750000460;3;;;;1;37.22999954;N;O;;N;3;3 RUE COQ HERON;750000001;750005878;11186
48.8698665497, 2.33964251015;"{""type"": ""Point"", ""coordinates"": [2.339642510153951, 48.86986654965034]}";750004146;28;;;;2;355.45999146;N;O;;N;28;28 RUE FEYDEAU;750000002;750005841;15794
48.8638036823, 2.3366387753;"{""type"": ""Point"", ""coordinates"": [2.336638775297823, 48.86380368232925]}";750000424;24;;;;1;71.69000244;N;O;;N;24;24 GAL DE CHARTRES;750000001;750005907;15833
48.8703126561, 2.34113556212;"{""type"": ""Point"", ""coordinates"": [2.3411355621218553, 48.87031265606668]}";750005926;11;;;;2;170.44999695;O;O;;N;11;11 RUE SAINT-MARC;750000002;750005589;24833
48.8695788663, 2.34211393523;"{""type"": ""Point"", ""coordinates"": [2.342113935231008, 48.869578866266046]}";750003443;2;;;;2;342.76000977;O;O;;N;2;2 PL DE LA BOURSE;750000002;750005955;24996
48.8653608288, 2.34082602163;"{""type"": ""Point"", ""coordinates"": [2.340826021629943, 48.86536082875129]}";750000521;45;;;;1;58.95999908;O;O;;N;45;45 RUE CROIX DES PETITS CHAMPS;750000001;750005891;25101
48.8675782537, 2.333209949;"{""type"": ""Point"", ""coordinates"": [2.333209949002017, 48.86757825368906]}";750000582;3;;;;1;161.50999451;N;O;;N;3;3 RUE DANIELLE CASANOVA;750000001;750005896;21172
48.865210851, 2.33401671872;"{""type"": ""Point"", ""coordinates"": [2.334016718724836, 48.8652108509594]}";750000104;12;;;;1;269.67001343;N;O;;N;12;12 RUE D'ARGENTEUIL;750000001;750005960;21394
48.8674543793, 2.336162338;"{""type"": ""Point"", ""coordinates"": [2.336162337999475, 48.86745437927898]}";750005802;46;;;;2;253.75;N;O;;N;46;46 RUE SAINTE-ANNE;750000002;750005530;21715
48.8693054484, 2.34283556873;"{""type"": ""Point"", ""coordinates"": [2.342835568732509, 48.869305448373346]}";750004760;129;;;;2;106.80999756;N;O;;N;129;129 RUE MONTMARTRE;750000002;750005645;38879
48.8662843255, 2.33769596789;"{""type"": ""Point"", ""coordinates"": [2.337695967888646, 48.866284325487406]}";750000165;21;;;;1;160.03999329;O;O;;N;21;21 RUE DE BEAUJOLAIS;750000001;750006029;39210
48.8654553781, 2.33730352933;"{""type"": ""Point"", ""coordinates"": [2.337303529327077, 48.86545537809137]}";750001465;48;;;;1;71.73999786;N;O;;N;48;48 GAL DE MONTPENSIER;750000001;750005648;38074
48.8669208744, 2.33321335239;"{""type"": ""Point"", ""coordinates"": [2.333213352388432, 48.8669208744308]}";750002653;53;;;;1;65.95999908;N;O;;N;53;53 RUE SAINT-ROCH;750000001;750005525;38109
48.8697663306, 2.33979999318;"{""type"": ""Point"", ""coordinates"": [2.339799993180877, 48.86976633059545]}";750004124;21;;;;2;192.47999573;N;O;;N;21;21 RUE FEYDEAU;750000002;750005841;37716
48.8645112453, 2.33414510497;"{""type"": ""Point"", ""coordinates"": [2.334145104969137, 48.86451124533848]}";750000100;4;;;;1;295.45999146;N;O;;N;4;4 RUE D'ARGENTEUIL;750000001;750005960;45077
48.8665470073, 2.33739949794;"{""type"": ""Point"", ""coordinates"": [2.337399497942405, 48.866547007311425]}";750001974;56;;;;1;250.91000366;O;O;;N;56;56 RUE DE RICHELIEU;750000001;750005602;44477
48.8709694608, 2.34131301185;"{""type"": ""Point"", ""coordinates"": [2.341313011851764, 48.870969460799245]}";750006217;1;;;;2;349.33999634;O;O;;N;1;1 GAL DES VARIETES;750000002;750005480;44093
48.8698680864, 2.34238086209;"{""type"": ""Point"", ""coordinates"": [2.342380862090777, 48.869868086404296]}";750004954;23;;;;2;74.48000336;N;O;;N;23;23 RUE NOTRE-DAME DES VICTOIRES;750000002;750005703;44175
48.8651992462, 2.33865445355;"{""type"": ""Point"", ""coordinates"": [2.338654453546582, 48.86519924624448]}";750002811;131;;;;1;249.830002;N;O;;N;131;131 GAL DE VALOIS;750000001;750005513;114108
48.8652198427, 2.3389706848;"{""type"": ""Point"", ""coordinates"": [2.338970684796819, 48.865219842650355]}";750002919;34;;;;1;250.46000671;N;O;;N;34;34 RUE DE VALOIS;750000001;750005517;114187
48.8648193064, 2.33844998458;"{""type"": ""Point"", ""coordinates"": [2.338449984576164, 48.86481930642537]}";750002818;145;;;;1;245.91999817;N;O;;N;145;145 GAL DE VALOIS;750000001;750005513;114223
48.8674369604, 2.33501572357;"{""type"": ""Point"", ""coordinates"": [2.335015723566703, 48.86743696035428]}";750003956;4;;;;2;160.22000122;N;O;;N;4;4 RUE DALAYRAC;750000002;750005894;114257
48.8677313815, 2.34392275016;"{""type"": ""Point"", ""coordinates"": [2.343922750161987, 48.86773138149768]}";750004816;116;;;;2;286.14001465;N;O;;N;116;116 RUE MONTMARTRE;750000002;750005645;114403
48.8700119069, 2.33490856996;"{""type"": ""Point"", ""coordinates"": [2.334908569957629, 48.87001190693924]}";750004399;12;;;;2;271.07998657;O;O;;N;12;12 RUE DE LA MICHODIERE;750000002;750005723;70819
48.8645543073, 2.33683736471;"{""type"": ""Point"", ""coordinates"": [2.33683736471423, 48.86455430725713]}";750001410;15;;;;1;69.70999908;N;O;;N;15;15 GAL DE MONTPENSIER;750000001;750005648;64929
48.8658265051, 2.33956972477;"{""type"": ""Point"", ""coordinates"": [2.3395697247685883, 48.865826505116544]}";750001875;2;;;;1;250.27999878;O;O;;N;2;2 RUE RADZIWILL;750000001;750005671;114808
48.8680900784, 2.3351460815;"{""type"": ""Point"", ""coordinates"": [2.335146081495456, 48.868090078379915]}";750003954;19;;;;2;156.22999573;O;O;;N;19;19 RUE DALAYRAC;750000002;750005894;88372
48.8668340626, 2.33986419325;"{""type"": ""Point"", ""coordinates"": [2.339864193251039, 48.866834062606955]}";750006312;38;;;;2;251.19000244;N;O;;N;38;38 GAL VIVIENNE;750000002;750005502;88486
48.8672167211, 2.34045314772;"{""type"": ""Point"", ""coordinates"": [2.340453147720326, 48.867216721135875]}";750003292;11;;;;2;70.08999634;N;O;;N;11;11 RUE DE LA BANQUE;750000002;750006012;88499
48.8667303818, 2.33439999886;"{""type"": ""Point"", ""coordinates"": [2.334399998859618, 48.86673038183197]}";750002979;4;;;;1;250.58000183;N;O;;N;4;4 RUE DE VENTADOUR;750000001;750005487;70988
48.8685308061, 2.33539936534;"{""type"": ""Point"", ""coordinates"": [2.335399365343662, 48.868530806145856]}";750004692;6;;;;2;250.02999878;N;O;;N;6;6 RUE MONSIGNY;750000002;750005639;71242
48.8687951265, 2.33657837745;"{""type"": ""Point"", ""coordinates"": [2.336578377446771, 48.868795126539]}";750158454;77;;;;2;81.25;O;O;;N;77;77 RUE SAINTE-ANNE;750000002;750005530;115005
48.8645099127, 2.33456183958;"{""type"": ""Point"", ""coordinates"": [2.334561839575758, 48.8645099127082]}";750000675;11;;;;1;63.90000153;N;O;;N;11;11 RUE DE L'ECHELLE;750000001;750005873;115019
48.8699338718, 2.34265024895;"{""type"": ""Point"", ""coordinates"": [2.342650248949913, 48.86993387176118]}";750004765;139;;;;2;108.69000244;N;O;;N;139;139 RUE MONTMARTRE;750000002;750005645;71108
48.8636542058, 2.33892324401;"{""type"": ""Point"", ""coordinates"": [2.338923244010204, 48.86365420583656]}";750000441;13;;;;1;160.19000244;O;O;;N;13;13 RUE DU COLONEL DRIANT;750000001;750005957;135640
48.8646768423, 2.33690261258;"{""type"": ""Point"", ""coordinates"": [2.33690261258047, 48.864676842255214]}";750001412;19;;;;1;71.0;N;O;;N;19;19 GAL DE MONTPENSIER;750000001;750005648;135776
48.8712926054, 2.33916072584;"{""type"": ""Point"", ""coordinates"": [2.339160725839284, 48.87129260541961]}";750005377;14;;;;2;160.86999512;N;O;;N;14;14 PAS DES PRINCES;750000002;750005624;145358
48.8631115951, 2.33917863547;"{""type"": ""Point"", ""coordinates"": [2.339178635472895, 48.86311159505361]}";750001343;4;;;;1;346.23001099;N;O;;N;4;4 RUE MONTESQUIEU;750000001;750005640;145367
48.8632782776, 2.3394815438;"{""type"": ""Point"", ""coordinates"": [2.339481543801376, 48.863278277628574]}";750000530;15;;;;1;72.12000275;N;O;;N;15;15 RUE CROIX DES PETITS CHAMPS;750000001;750005891;145523
48.8684177793, 2.33568917414;"{""type"": ""Point"", ""coordinates"": [2.335689174143997, 48.868417779339815]}";750003738;71;;;;2;71.25;N;O;;N;71;71 PAS CHOISEUL;750000002;750005911;143893
48.8670615643, 2.33348202421;"{""type"": ""Point"", ""coordinates"": [2.333482024213809, 48.8670615642781]}";750002659;38;;;;1;248.44000244;O;O;;N;38;38 RUE SAINT-ROCH;750000001;750005525;144370
48.8654571307, 2.34085705282;"{""type"": ""Point"", ""coordinates"": [2.340857052819417, 48.86545713065374]}";750003021;1;b;;;1;146.41999817;O;O;;N;1b;1b PL DES VICTOIRES;750000001;750005495;142959
48.8642190581, 2.3365612155;"{""type"": ""Point"", ""coordinates"": [2.3365612155010522, 48.86421905812525]}";750001533;8;;;;1;251.24000549;N;O;;N;8;8 RUE DE MONTPENSIER;750000001;750005684;143167
48.8713339326, 2.33892974341;"{""type"": ""Point"", ""coordinates"": [2.338929743414136, 48.87133393261603]}";750005375;10;;;;2;109.40000153;N;O;;N;10;10 PAS DES PRINCES;750000002;750005624;143286
48.8694922884, 2.34142886217;"{""type"": ""Point"", ""coordinates"": [2.341428862166964, 48.86949228835416]}";750167506;24;;;;2;162.53999299999998;N;O;N;N;24;24 PL DE LA BOURSE;750000002;750005955;136476
48.8641757102, 2.33810484609;"{""type"": ""Point"", ""coordinates"": [2.338104846087568, 48.864175710208876]}";750002830;169;;;;1;250.8500061;N;O;;N;169;169 GAL DE VALOIS;750000001;750005513;136561
48.8691073186, 2.33441379239;"{""type"": ""Point"", ""coordinates"": [2.334413792394201, 48.86910731862704]}";750004385;1;;;;2;74.97000122;O;O;;N;1;1 RUE DE LA MICHODIERE;750000002;750005723;136574
48.8665726781, 2.34214143271;"{""type"": ""Point"", ""coordinates"": [2.342141432709091, 48.86657267809762]}";750004589;10;;;;2;210.05999756;N;O;;N;10;10 RUE DU MAIL;750000002;750005784;137059
48.867771911, 2.33721998397;"{""type"": ""Point"", ""coordinates"": [2.337219983971408, 48.86777191098224]}";750005430;9;;;;2;161.80999756;O;O;;N;9;9 RUE RAMEAU;750000002;750005594;16662
48.8717642046, 2.34243535135;"{""type"": ""Point"", ""coordinates"": [2.34243535135209, 48.87176420462546]}";750043137;6;;;;9;346.48999023;N;O;;N;6;6 BD MONTMARTRE;750000009;750005642;13644
48.8628343411, 2.3413212071;"{""type"": ""Point"", ""coordinates"": [2.341321207102757, 48.86283434106772]}";750000646;3;;;;1;127.79000092;O;O;;N;3;3 PL DES DEUX ECUS;750000001;750006646;13680
48.8713193776, 2.33950675489;"{""type"": ""Point"", ""coordinates"": [2.339506754894552, 48.87131937758823]}";750005384;28;;;;2;250.0;N;O;;N;28;28 PAS DES PRINCES;750000002;750005624;16908
48.8675880955, 2.33527466978;"{""type"": ""Point"", ""coordinates"": [2.335274669779484, 48.867588095471326]}";750003713;21;;;;2;71.69999695;N;O;;N;21;21 PAS CHOISEUL;750000002;750005911;16918
48.866540008, 2.34113911883;"{""type"": ""Point"", ""coordinates"": [2.341139118833345, 48.8665400080362]}";750004969;2;;;;2;254.8999939;O;O;;N;2;2 RUE NOTRE-DAME DES VICTOIRES;750000002;750005703;41035
48.8657272365, 2.33744433683;"{""type"": ""Point"", ""coordinates"": [2.337444336830242, 48.865727236525395]}";750001470;58;;;;1;71.55999756;N;O;;N;58;58 GAL DE MONTPENSIER;750000001;750005648;41415
48.8638021748, 2.33830246279;"{""type"": ""Point"", ""coordinates"": [2.33830246279007, 48.86380217479835]}";750000443;17;;;;1;160.11000061;O;O;;N;17;17 RUE DU COLONEL DRIANT;750000001;750005957;34259
48.8627387882, 2.34143349505;"{""type"": ""Point"", ""coordinates"": [2.341433495050051, 48.86273878823757]}";750000644;1;;;;1;127.79000092;O;O;;N;1;1 PL DES DEUX ECUS;750000001;750006646;34712
48.8708087219, 2.33958707625;"{""type"": ""Point"", ""coordinates"": [2.339587076249037, 48.87080872191008]}";750005535;100;;;;2;252.02999878;N;O;;N;100;100 RUE DE RICHELIEU;750000002;750005602;34713
48.8643609504, 2.33820421657;"{""type"": ""Point"", ""coordinates"": [2.338204216567553, 48.86436095038983]}";750002865;162;;;;1;251.50999451;N;O;;N;162;162 GAL DE VALOIS;750000001;750005513;39487
48.8677191866, 2.34166500214;"{""type"": ""Point"", ""coordinates"": [2.341665002143431, 48.86771918662014]}";750004980;24;;;;2;255.13000488;O;O;;N;24;24 RUE NOTRE-DAME DES VICTOIRES;750000002;750005703;39881
48.8679852862, 2.34177230622;"{""type"": ""Point"", ""coordinates"": [2.341772306222399, 48.867985286229626]}";750004982;28;;;;2;255.11000061;N;O;;N;28;28 RUE NOTRE-DAME DES VICTOIRES;750000002;750005703;123595
48.8660315672, 2.33920111807;"{""type"": ""Point"", ""coordinates"": [2.339201118071745, 48.86603156716247]}";750000166;2;;;;1;340.82000732;O;O;;N;2;2 RUE DE BEAUJOLAIS;750000001;750006029;123684
48.8688287408, 2.33629699507;"{""type"": ""Point"", ""coordinates"": [2.336296995073475, 48.86882874076085]}";750005578;19;;;;2;180.58999634;N;O;;N;19;19 RUE SAINT-AUGUSTIN;750000002;750005572;101225
48.870759097, 2.34163734205;"{""type"": ""Point"", ""coordinates"": [2.341637342046007, 48.870759096996856]}";750005115;22;;;;2;259.22000122;N;O;;N;22;22 PAS DES PANORAMAS;750000002;750005751;70695
48.8663546071, 2.3394822961;"{""type"": ""Point"", ""coordinates"": [2.339482296103237, 48.86635460707527]}";750006244;9;;;;2;69.95999908;N;O;;N;9;9 GAL VIVIENNE;750000002;750005502;70779
48.8650729708, 2.34082422776;"{""type"": ""Point"", ""coordinates"": [2.340824227758115, 48.86507297083309]}";750000559;50;;;;1;246.960007;N;O;;N;50;50 RUE CROIX DES PETITS CHAMPS;750000001;750005891;70810
