Geometry X Y;Geometry;N_SQ_AD;N_VOIE;C_SUF1;C_SUF2;C_SUF3;C_AR;A_NVOIE;B_ANGLE;B_OFFSTDF;B_AFFSTDF;B_HORS75;L_NVOIE;L_ADR;N_SQ_AR;N_SQ_VO;OBJECTID
48.8658391176, 2.34056318971;"{""type"": ""Point"", ""coordinates"": [2.34056318971288, 48.86583911755475]}";750000996;1;;;;1;160.820007;O;O;;N;1;1 RUE LA FEUILLADE;750000001;750005722;63906
48.8621306836, 2.33988125979;"{""type"": ""Point"", ""coordinates"": [2.339881259789804, 48.8621306836138]}";750000919;2;;;;1;216.6000061;O;O;;N;2;2 RUE JEAN-JACQUES ROUSSEAU;750000001;750005774;64001
48.8646523558, 2.33651965312;"{""type"": ""Point"", ""coordinates"": [2.336519653118465, 48.86465235580248]}";750158533;1;;;;1;161.8999939;O;O;;N;1;1 PAS DE RICHELIEU;750000001;750005601;113778
48.8662586714, 2.33874257197;"{""type"": ""Point"", ""coordinates"": [2.338742571965118, 48.866258671444925]}";750001712;9;;;;1;160.52000427;O;O;;N;9;9 RUE DES PETITS CHAMPS;750000001;750005659;87320
48.8656416744, 2.33933164168;"{""type"": ""Point"", ""coordinates"": [2.339331641681996, 48.8656416743707]}";750001869;29;;;;1;70.41999817;N;O;;N;29;29 RUE RADZIWILL;750000001;750005671;114545
48.8675226278, 2.33524019917;"{""type"": ""Point"", ""coordinates"": [2.335240199166849, 48.86752262784532]}";750003711;17;;;;2;68.38999939;N;O;;N;17;17 PAS CHOISEUL;750000002;750005911;70866
48.8657547453, 2.33745824029;"{""type"": ""Point"", ""coordinates"": [2.337458240294566, 48.86575474531827]}";750001432;59;;;;1;71.79000092;N;O;;N;59;59 GAL DE MONTPENSIER;750000001;750005648;70142
48.868823601, 2.338254215;"{""type"": ""Point"", ""coordinates"": [2.338254214996813, 48.8688236009797]}";750005582;1;;;;2;179.75999451;O;O;;N;1;1 RUE SAINT-AUGUSTIN;750000002;750005572;70478
48.8690696015, 2.34378648475;"{""type"": ""Point"", ""coordinates"": [2.343786484754234, 48.869069601494644]}";750003943;18;;;;2;339.08999634;N;O;;N;18;18 RUE DU CROISSANT;750000002;750005890;50108
48.8709613268, 2.33966097138;"{""type"": ""Point"", ""coordinates"": [2.339660971377768, 48.870961326831996]}";750005536;102;;;;2;252.46000671;N;O;;N;102;102 RUE DE RICHELIEU;750000002;750005602;51195
48.8612965601, 2.34117078113;"{""type"": ""Point"", ""coordinates"": [2.341170781130534, 48.86129656008304]}";750001146;16;;;;1;250.94999695;N;O;;N;16;16 RUE DU LOUVRE;750000001;750005478;77221
48.8691365626, 2.33680504175;"{""type"": ""Point"", ""coordinates"": [2.336805041750302, 48.869136562606144]}";750004197;4;;;;2;265.220001;N;O;;N;4;4 RUE DE GRAMONT;750000002;750005807;77492
48.871459657, 2.33907309209;"{""type"": ""Point"", ""coordinates"": [2.3390730920860783, 48.87145965699412]}";750005365;11;;;;2;250.0;N;O;;N;11;11 PAS DES PRINCES;750000002;750005624;48810
48.8672035278, 2.33329976633;"{""type"": ""Point"", ""coordinates"": [2.333299766326128, 48.86720352784666]}";750000773;1;;;;1;160.52000427;O;O;;N;1;1 RUE GOMBOUST;750000001;750005920;48824
48.8660314521, 2.33819035298;"{""type"": ""Point"", ""coordinates"": [2.338190352979141, 48.86603145209492]}";750000137;87;;;;1;340.13000488;N;O;;N;87;87 GAL DE BEAUJOLAIS;750000001;750006026;48861
48.8702590994, 2.34166087859;"{""type"": ""Point"", ""coordinates"": [2.34166087859084, 48.87025909939898]}";750005923;5;;;;2;171.32000732;N;O;;N;5;5 RUE SAINT-MARC;750000002;750005589;49023
48.8658979813, 2.33874975683;"{""type"": ""Point"", ""coordinates"": [2.33874975682637, 48.86589798126462]}";750000154;100;;;;1;340.17001343;O;O;;N;100;100 GAL DE BEAUJOLAIS;750000001;750006026;103673
48.8670925092, 2.33574945883;"{""type"": ""Point"", ""coordinates"": [2.335749458827417, 48.86709250922819]}";750005206;32;;;;2;340.52999878;O;O;;N;32;32 RUE DES PETITS CHAMPS;750000002;750005659;103743
48.8677827747, 2.33387883462;"{""type"": ""Point"", ""coordinates"": [2.33387883462372, 48.86778277474021]}";750004184;4;;;;2;249.27999878;N;O;;N;4;4 RUE GAILLON;750000002;750005859;103876
48.8674337784, 2.33513809111;"{""type"": ""Point"", ""coordinates"": [2.335138091112707, 48.86743377838187]}";750003958;8;;;;2;250.77000427;N;O;;N;8;8 RUE DALAYRAC;750000002;750005894;103949
48.8632623268, 2.34185118071;"{""type"": ""Point"", ""coordinates"": [2.341851180710441, 48.86326232679464]}";750000909;41;;;;1;39.33000183;O;O;;N;41;41 RUE JEAN-JACQUES ROUSSEAU;750000001;750005774;120195
48.8669837925, 2.34425292756;"{""type"": ""Point"", ""coordinates"": [2.344252927558501, 48.86698379252896]}";750004819;90;;;;2;286.230011;O;O;;N;90;90 RUE MONTMARTRE;750000002;750005645;120429
48.8639618577, 2.3345177733;"{""type"": ""Point"", ""coordinates"": [2.334517773295317, 48.86396185765548]}";750000677;6;;;;1;243.88000488;N;O;;N;6;6 RUE DE L'ECHELLE;750000001;750005873;120541
48.8653066189, 2.33871252425;"{""type"": ""Point"", ""coordinates"": [2.338712524249861, 48.86530661890328]}";750002809;127;;;;1;250.30999756;N;O;;N;127;127 GAL DE VALOIS;750000001;750005513;120584
48.8690667418, 2.33321092577;"{""type"": ""Point"", ""coordinates"": [2.333210925774067, 48.86906674179618]}";750005009;36;;;;2;285.67999299999997;O;O;;N;36;36 AV DE L'OPERA;750000002;750005929;120587
48.8628472559, 2.34106687408;"{""type"": ""Point"", ""coordinates"": [2.3410668740764082, 48.8628472559037]}";750000905;25;;;;1;37.77999878;N;O;;N;25;25 RUE JEAN-JACQUES ROUSSEAU;750000001;750005774;93626
48.8627866159, 2.34040474084;"{""type"": ""Point"", ""coordinates"": [2.340404740843038, 48.86278661587129]}";750002997;14;;;;1;337.91000366;N;O;;N;14;14 GAL VERO-DODAT;750000001;750005489;93820
48.864822031, 2.33504486079;"{""type"": ""Point"", ""coordinates"": [2.335044860792689, 48.864822030952794]}";750001628;10;;;;1;285.98999023;N;O;;N;10;10 AV DE L'OPERA;750000001;750005929;93852
48.8631454479, 2.34002148916;"{""type"": ""Point"", ""coordinates"": [2.340021489156996, 48.86314544785994]}";750000273;4;;;;1;215.97999573;N;O;;N;4;4 RUE DU BOULOI;750000001;750005949;93985
48.869717596, 2.34043093795;"{""type"": ""Point"", ""coordinates"": [2.34043093795495, 48.86971759599667]}";750006344;31;b;;;2;70.13999939;O;O;;N;31b;31b RUE VIVIENNE;750000002;750006607;103365
48.8683844071, 2.33567404378;"{""type"": ""Point"", ""coordinates"": [2.33567404378305, 48.868384407073975]}";750003737;69;;;;2;75.80999756;N;O;;N;69;69 PAS CHOISEUL;750000002;750005911;103489
48.8689779554, 2.34365600325;"{""type"": ""Point"", ""coordinates"": [2.343656003245451, 48.86897795539529]}";750003934;19;;;;2;158.97999573;O;O;;N;19;19 RUE DU CROISSANT;750000002;750005890;103509
48.8708416768, 2.33701592438;"{""type"": ""Point"", ""coordinates"": [2.337015924384334, 48.870841676797774]}";750004207;26;;;;2;265.23999023;N;O;;N;26;26 RUE DE GRAMONT;750000002;750005807;107922
48.8702285513, 2.33583145739;"{""type"": ""Point"", ""coordinates"": [2.33583145738631, 48.87022855127871]}";750004299;2;;;;2;359.82998657;O;O;;N;2;2 RUE DE HANOVRE;750000002;750005824;108029
48.8717468775, 2.33711447254;"{""type"": ""Point"", ""coordinates"": [2.337114472537436, 48.871746877470784]}";750042369;1;;;;9;76.25;O;O;;N;1;1 RUE LAFFITTE;750000009;750004619;108104
48.8680079504, 2.34088358567;"{""type"": ""Point"", ""coordinates"": [2.340883585670476, 48.868007950400205]}";750003295;17;;;;2;70.33000183;N;O;;N;17;17 RUE DE LA BANQUE;750000002;750006012;108128
48.8683882303, 2.33970649951;"{""type"": ""Point"", ""coordinates"": [2.33970649951136, 48.86838823033974]}";750006348;17;;;;2;70.19000244;N;O;;N;17;17 RUE VIVIENNE;750000002;750006607;128879
48.8665050942, 2.3416545157;"{""type"": ""Point"", ""coordinates"": [2.341654515704933, 48.866505094180425]}";750004570;5;;;;2;31.30999947;N;O;;N;5;5 RUE DU MAIL;750000002;750005784;129072
48.8692364639, 2.33782605424;"{""type"": ""Point"", ""coordinates"": [2.337826054235822, 48.869236463907]}";750005401;9;;;;2;164.07000732;N;O;;N;9;9 RUE DU QUATRE SEPTEMBRE;750000002;750005669;129125
48.8653687286, 2.33518887461;"{""type"": ""Point"", ""coordinates"": [2.335188874607395, 48.86536872856999]}";750002285;6;;;;1;253.08000183;N;O;;N;6;6 RUE SAINTE-ANNE;750000001;750005530;129227
48.8689343085, 2.33516107176;"{""type"": ""Point"", ""coordinates"": [2.335161071756793, 48.86893430847539]}";750005597;22;;;;2;359.95001221;N;O;;N;22;22 RUE SAINT-AUGUSTIN;750000002;750005572;112052
48.8678658839, 2.33550530174;"{""type"": ""Point"", ""coordinates"": [2.33550530174072, 48.86786588385839]}";750003768;40;;;;2;249.36999512;N;O;;N;40;40 PAS CHOISEUL;750000002;750005911;112068
48.8634980843, 2.34177171257;"{""type"": ""Point"", ""coordinates"": [2.341771712573081, 48.863498084257714]}";750000717;1;;;;1;161.33999634;O;O;;N;1;1 COUR DES FERMES;750000001;750005804;112090
48.8668390859, 2.33500207611;"{""type"": ""Point"", ""coordinates"": [2.335002076107488, 48.866839085912005]}";750001589;5;;;;1;70.51000214;N;O;;N;5;5 RUE DES MOULINS;750000001;750005689;112196
48.8628698491, 2.33997090647;"{""type"": ""Point"", ""coordinates"": [2.3399709064693592, 48.86286984907023]}";750002992;27;;;;1;152.52999878;N;O;;N;27;27 GAL VERO-DODAT;750000001;750005489;112250
48.8629341432, 2.33556377351;"{""type"": ""Point"", ""coordinates"": [2.335563773508424, 48.86293414322294]}";750002118;4;;;;1;250.6499939;O;O;;N;4;4 RUE DE ROHAN;750000001;750005606;112278
48.8713880327, 2.33967031843;"{""type"": ""Point"", ""coordinates"": [2.339670318433854, 48.87138803273231]}";750005529;99;;;;2;72.45999908;N;O;;N;99;99 RUE DE RICHELIEU;750000002;750005602;123870
48.8705161909, 2.33423199107;"{""type"": ""Point"", ""coordinates"": [2.334231991074524, 48.87051619091285]}";750004496;30;;;;2;238.72000122;N;O;;N;30;30 RUE LOUIS LE GRAND;750000002;750005775;84788
48.8647815534, 2.33695444931;"{""type"": ""Point"", ""coordinates"": [2.336954449314071, 48.86478155341238]}";750001414;23;;;;1;71.16999799999999;N;O;;N;23;23 GAL DE MONTPENSIER;750000001;750005648;102114
48.8652812824, 2.34095843679;"{""type"": ""Point"", ""coordinates"": [2.340958436788166, 48.86528128242942]}";750000560;52;;;;1;246.99000549;O;O;;N;52;52 RUE CROIX DES PETITS CHAMPS;750000001;750005891;85554
48.8686624242, 2.33338175925;"{""type"": ""Point"", ""coordinates"": [2.33338175924985, 48.86866242423321]}";750005008;34;;;;2;285.98999;O;O;;N;34;34 AV DE L'OPERA;750000002;750005929;85556
48.8679210083, 2.33544245982;"{""type"": ""Point"", ""coordinates"": [2.335442459815667, 48.867921008263885]}";750003723;41;;;;2;71.56999969;N;O;;N;41;41 PAS CHOISEUL;750000002;750005911;85581
48.8647964043, 2.33459587518;"{""type"": ""Point"", ""coordinates"": [2.334595875182494, 48.864796404343984]}";750001604;5;;;;1;105.87000275;O;O;;N;5;5 AV DE L'OPERA;750000001;750005929;102604
48.8682740674, 2.34123539246;"{""type"": ""Point"", ""coordinates"": [2.341235392463235, 48.86827406740704]}";750003302;22;;;;2;250.28999329;N;O;;N;22;22 RUE DE LA BANQUE;750000002;750006012;102791
48.8659130006, 2.33868664603;"{""type"": ""Point"", ""coordinates"": [2.338686646026911, 48.86591300056859]}";750000143;99;;;;1;340.05999756;O;O;;N;99;99 GAL DE BEAUJOLAIS;750000001;750006026;102836
48.866011788, 2.34080265333;"{""type"": ""Point"", ""coordinates"": [2.340802653326933, 48.86601178795796]}";750006251;6;;;;2;47.68000031;N;O;;N;6;6 PL DES VICTOIRES;750000002;750005495;80895
48.8683369672, 2.3330700326;"{""type"": ""Point"", ""coordinates"": [2.333070032601748, 48.86833696723482]}";750005005;39;;;;2;105.809998;O;O;;N;39;39 AV DE L'OPERA;750000002;750005929;82599
48.8619001112, 2.34062805719;"{""type"": ""Point"", ""coordinates"": [2.340628057189453, 48.86190011124139]}";750002507;140;;;;1;341.75;N;O;;N;140;140 RUE SAINT-HONORE;750000001;750005584;82803
48.8625265661, 2.34004733568;"{""type"": ""Point"", ""coordinates"": [2.340047335681752, 48.8625265660769]}";750001693;4;;;;1;330.52999878;N;O;;N;4;4 RUE DU PELICAN;750000001;750005682;82902
48.8644596456, 2.34009843171;"{""type"": ""Point"", ""coordinates"": [2.340098431708258, 48.86445964556]}";750000524;35;;;;1;70.48000336;N;O;;N;35;35 RUE CROIX DES PETITS CHAMPS;750000001;750005891;108598
48.8656105644, 2.33913130962;"{""type"": ""Point"", ""coordinates"": [2.339131309617485, 48.865610564393286]}";750002923;42;;;;1;249.66000366;N;O;;N;42;42 RUE DE VALOIS;750000001;750005517;108984
48.8657783306, 2.33516921815;"{""type"": ""Point"", ""coordinates"": [2.335169218146638, 48.86577833061334]}";750002272;7;;;;1;71.62999725;N;O;;N;7;7 RUE SAINTE-ANNE;750000001;750005530;109006
48.8696886095, 2.3329412422;"{""type"": ""Point"", ""coordinates"": [2.33294124220224, 48.86968860945968]}";750005011;38;;;;2;285.82000732;O;O;;N;38;38 AV DE L'OPERA;750000002;750005929;109157
48.8673162221, 2.34363992795;"{""type"": ""Point"", ""coordinates"": [2.343639927952248, 48.867316222067615]}";750004584;33;;;;2;34.20999908;O;O;;N;33;33 RUE DU MAIL;750000002;750005784;109202
48.8657161799, 2.33893816743;"{""type"": ""Point"", ""coordinates"": [2.338938167431476, 48.86571617985385]}";750002840;112;;;;1;250.57000732;N;O;;N;112;112 GAL DE VALOIS;750000001;750005513;125090
48.8704847348, 2.34149636174;"{""type"": ""Point"", ""coordinates"": [2.341496361739388, 48.87048473481648]}";750005092;29;;;;2;81.12999725;N;O;;N;29;29 PAS DES PANORAMAS;750000002;750005751;125124
48.8693752827, 2.33940460961;"{""type"": ""Point"", ""coordinates"": [2.33940460960938, 48.869375282680444]}";750003922;5;;;;2;90.58000183;O;O;;N;5;5 RUE DES COLONNES;750000002;750005958;125380
48.8683154323, 2.33730095657;"{""type"": ""Point"", ""coordinates"": [2.337300956568304, 48.868315432285]}";750004507;8;;;;2;341.63000488;N;O;;N;8;8 RUE DE LOUVOIS;750000002;750005777;109342
48.8647358953, 2.33559432138;"{""type"": ""Point"", ""coordinates"": [2.335594321377989, 48.864735895263564]}";750001286;8;;;;1;229.92999268;N;O;;N;8;8 RUE MOLIERE;750000001;750005634;124582
48.8653701895, 2.33725905203;"{""type"": ""Point"", ""coordinates"": [2.337259052030147, 48.86537018953131]}";750001425;45;;;;1;66.70999908;N;O;;N;45;45 GAL DE MONTPENSIER;750000001;750005648;136257
48.8627831415, 2.34021985105;"{""type"": ""Point"", ""coordinates"": [2.340219851049692, 48.862783141493885]}";750002987;17;;;;1;151.27999878;N;O;;N;17;17 GAL VERO-DODAT;750000001;750005489;143745
48.8675202951, 2.33685657483;"{""type"": ""Point"", ""coordinates"": [2.336856574833375, 48.86752029509975]}";750003677;9;;;;2;70.66999799999999;N;O;;N;9;9 RUE CHABANAIS;750000002;750006001;145019
48.8705647995, 2.33698089029;"{""type"": ""Point"", ""coordinates"": [2.336980890290281, 48.87056479953648]}";750004205;22;;;;2;265.23001099;N;O;;N;22;22 RUE DE GRAMONT;750000002;750005807;145212
48.8676683097, 2.33769721279;"{""type"": ""Point"", ""coordinates"": [2.337697212789108, 48.867668309657056]}";750005425;1;;;;2;161.77999878;O;O;;N;1;1 RUE RAMEAU;750000002;750005594;145312
48.8662581046, 2.33823209604;"{""type"": ""Point"", ""coordinates"": [2.338232096040276, 48.86625810464162]}";750000174;18;;;;1;340.64001465;N;O;;N;18;18 RUE DE BEAUJOLAIS;750000001;750006029;145772
48.8651492557, 2.33863256202;"{""type"": ""Point"", ""coordinates"": [2.338632562016689, 48.86514925566643]}";750002812;133;;;;1;251.240005;N;O;;N;133;133 GAL DE VALOIS;750000001;750005513;145881
48.8642413243, 2.34141118009;"{""type"": ""Point"", ""coordinates"": [2.341411180086887, 48.864241324310406]}";750000466;31;;;;1;145.75;N;O;;N;31;31 RUE COQUILLIERE;750000001;750005879;153131
48.8683270614, 2.33352735357;"{""type"": ""Point"", ""coordinates"": [2.333527353573845, 48.86832706141364]}";750005007;32;;;;2;285.97000122;N;O;;N;32;32 AV DE L'OPERA;750000002;750005929;153171
48.8688243084, 2.33892352507;"{""type"": ""Point"", ""coordinates"": [2.338923525069062, 48.86882430836314]}";750004154;9;;;;2;178.88999939;N;O;;N;9;9 RUE DES FILLES SAINT-THOMAS;750000002;750005845;152642
48.8662641362, 2.3437438453;"{""type"": ""Point"", ""coordinates"": [2.343743845295453, 48.866264136186444]}";750004518;58;b;;;2;251.99000549;N;O;;N;58b;58b RUE DU LOUVRE;750000002;750005478;144060
48.867922722, 2.33652233407;"{""type"": ""Point"", ""coordinates"": [2.33652233406916, 48.867922721979646]}";750005432;13;;;;2;161.69000244;O;O;;N;13;13 RUE RAMEAU;750000002;750005594;144386
48.8688163302, 2.33589350075;"{""type"": ""Point"", ""coordinates"": [2.335893500754397, 48.86881633018489]}";750003748;91;;;;2;71.56999969;O;O;;N;91;91 PAS CHOISEUL;750000002;750005911;152192
48.8634593158, 2.33841240703;"{""type"": ""Point"", ""coordinates"": [2.338412407031767, 48.86345931579637]}";750002883;5;;;;1;339.69000244;N;O;;N;5;5 PL DE VALOIS;750000001;750005516;154528
48.8675023738, 2.33399020451;"{""type"": ""Point"", ""coordinates"": [2.333990204506907, 48.86750237381602]}";750005205;50;;;;2;340.19000244;O;O;;N;50;50 RUE DES PETITS CHAMPS;750000002;750005659;129879
48.8688273765, 2.33455045018;"{""type"": ""Point"", ""coordinates"": [2.334550450175054, 48.86882737650504]}";750005575;35;;;;2;179.91000366;O;O;;N;35;35 RUE SAINT-AUGUSTIN;750000002;750005572;129881
48.8674907796, 2.3443324309;"{""type"": ""Point"", ""coordinates"": [2.344332430896569, 48.867490779592806]}";750003817;5;;;;2;19.940001;N;O;;N;5;5 RUE DE CLERY;750000002;750005915;130338
48.8653358451, 2.33872833671;"{""type"": ""Point"", ""coordinates"": [2.338728336707019, 48.865335845061296]}";750002847;126;;;;1;250.3999939;N;O;;N;126;126 GAL DE VALOIS;750000001;750005513;148053
48.866234607, 2.3434134024;"{""type"": ""Point"", ""coordinates"": [2.343413402401632, 48.86623460695952]}";750004514;33;;;;2;70.94000244;N;O;;N;33;33 RUE DU LOUVRE;750000002;750005478;94656
48.8651479891, 2.3371421146;"{""type"": ""Point"", ""coordinates"": [2.337142114597655, 48.865147989054456]}";750001421;37;;;;1;71.970001;N;O;;N;37;37 GAL DE MONTPENSIER;750000001;750005648;94798
48.8676377409, 2.33610085791;"{""type"": ""Point"", ""coordinates"": [2.336100857910549, 48.867637740933624]}";750005785;53;;;;2;73.98000336;N;O;;N;53;53 RUE SAINTE-ANNE;750000002;750005530;54028
48.8631472837, 2.33895779061;"{""type"": ""Point"", ""coordinates"": [2.338957790607497, 48.86314728371949]}";750001344;6;;;;1;346.25;N;O;;N;6;6 RUE MONTESQUIEU;750000001;750005640;54136
48.867857029, 2.33682312184;"{""type"": ""Point"", ""coordinates"": [2.336823121835735, 48.86785702904803]}";750005431;11;;;;2;161.91000400000001;O;O;;N;11;11 RUE RAMEAU;750000002;750005594;61911
48.866392917, 2.33565494609;"{""type"": ""Point"", ""coordinates"": [2.335654946091661, 48.86639291697695]}";750002292;30;;;;1;251.52000427;N;O;;N;30;30 RUE SAINTE-ANNE;750000001;750005530;57862
48.8638730781, 2.33804334027;"{""type"": ""Point"", ""coordinates"": [2.338043340268277, 48.86387307809486]}";750002891;5;;;;1;70.41999817;N;O;;N;5;5 RUE DE VALOIS;750000001;750005517;60810
48.8685057901, 2.3342405539;"{""type"": ""Point"", ""coordinates"": [2.334240553903226, 48.868505790109275]}";750004189;14;;;;2;250.33000183;N;O;;N;14;14 RUE GAILLON;750000002;750005859;61256
48.8673883744, 2.33517148867;"{""type"": ""Point"", ""coordinates"": [2.335171488674078, 48.86738837435334]}";750003707;9;;;;2;67.69999695;N;O;;N;9;9 PAS CHOISEUL;750000002;750005911;61352
48.8717079458, 2.33745021052;"{""type"": ""Point"", ""coordinates"": [2.337450210516409, 48.87170794583168]}";750042045;18;;;;9;14.72999954;O;O;;N;18;18 BD DES ITALIENS;750000009;750005764;67774
48.8670518588, 2.33535579358;"{""type"": ""Point"", ""coordinates"": [2.335355793583163, 48.86705185882336]}";750001731;49;;;;1;160.58999634;O;O;;N;49;49 RUE DES PETITS CHAMPS;750000001;750005659;67573
48.8686470744, 2.34086982622;"{""type"": ""Point"", ""coordinates"": [2.340869826217252, 48.86864707436972]}";750003440;11;;;;2;163.8500061;N;O;;N;11;11 PL DE LA BOURSE;750000002;750005955;54384
48.8644565501, 2.33524738145;"{""type"": ""Point"", ""coordinates"": [2.335247381448557, 48.86445655008614]}";750001283;2;;;;1;229.80999756;O;O;;N;2;2 RUE MOLIERE;750000001;750005634;54512
48.8629835664, 2.3398295967;"{""type"": ""Point"", ""coordinates"": [2.339829596696277, 48.86298356644172]}";750151262;36;;;;1;331.80999756;N;O;;N;36;36 GAL VERO-DODAT;750000001;750005489;54579
48.867755541, 2.33535699715;"{""type"": ""Point"", ""coordinates"": [2.335356997150616, 48.86775554102758]}";750003718;31;;;;2;67.33999634;N;O;;N;31;31 PAS CHOISEUL;750000002;750005911;54580
48.8705161763, 2.33997189366;"{""type"": ""Point"", ""coordinates"": [2.339971893662394, 48.87051617634478]}";750005945;22;;;;2;351.29000854;N;O;;N;22;22 RUE SAINT-MARC;750000002;750005589;55240
48.8656181458, 2.33739199362;"{""type"": ""Point"", ""coordinates"": [2.337391993618476, 48.86561814576317]}";750001468;54;;;;1;70.98999786;N;O;;N;54;54 GAL DE MONTPENSIER;750000001;750005648;55298
48.86945588, 2.33457788787;"{""type"": ""Point"", ""coordinates"": [2.334577887869151, 48.86945587997622]}";750004388;7;;;;2;74.01000214;N;O;;N;7;7 RUE DE LA MICHODIERE;750000002;750005723;55299
48.8668264086, 2.33516442208;"{""type"": ""Point"", ""coordinates"": [2.33516442208257, 48.86682640862212]}";750001596;10;;;;1;250.50999451;N;O;;N;10;10 RUE DES MOULINS;750000001;750005689;59517
48.8664987844, 2.3388424682;"{""type"": ""Point"", ""coordinates"": [2.33884246820354, 48.86649878441945]}";750012834;2;;;;2;250.13999939;O;O;;N;2;2 RUE VIVIENNE;750000002;750006607;59590
48.8645234473, 2.33829227222;"{""type"": ""Point"", ""coordinates"": [2.338292272215967, 48.86452344728699]}";750002862;156;;;;1;250.74000549;N;O;;N;156;156 GAL DE VALOIS;750000001;750005513;56770
48.8714049585, 2.33776670799;"{""type"": ""Point"", ""coordinates"": [2.3377667079876963, 48.87140495849125]}";750004649;6;;;;2;254.74000549;O;O;;N;6;6 RUE DE MARIVAUX;750000002;750005713;56931
48.8673377389, 2.34151078488;"{""type"": ""Point"", ""coordinates"": [2.3415107848793832, 48.86733773887419]}";750004977;18;;;;2;255.13999939;N;O;;N;18;18 RUE NOTRE-DAME DES VICTOIRES;750000002;750005703;56932
48.8703999689, 2.33184038522;"{""type"": ""Point"", ""coordinates"": [2.331840385217708, 48.87039996893275]}";750003642;17;;;;2;205.19999695;O;O;;N;17;17 BD DES CAPUCINES;750000002;750005991;57065
48.8707533449, 2.3415659095;"{""type"": ""Point"", ""coordinates"": [2.341565909502699, 48.87075334490412]}";750005119;42;;;;2;81.08000183;N;O;;N;42;42 PAS DES PANORAMAS;750000002;750005751;57168
48.8693117424, 2.34073677919;"{""type"": ""Point"", ""coordinates"": [2.340736779192401, 48.86931174242331]}";750167504;16;;;;2;251.570007;O;O;O;N;16;16 PL DE LA BOURSE;750000002;750005955;75114
48.8643359631, 2.33672409771;"{""type"": ""Point"", ""coordinates"": [2.336724097713222, 48.864335963137805]}";750001406;7;;;;1;70.93000031;N;O;;N;7;7 GAL DE MONTPENSIER;750000001;750005648;75503
48.8670168779, 2.33550641887;"{""type"": ""Point"", ""coordinates"": [2.335506418873615, 48.86701687789483]}";750001730;47;;;;1;160.63999939;N;O;;N;47;47 RUE DES PETITS CHAMPS;750000001;750005659;75616
48.8637803102, 2.33662678028;"{""type"": ""Point"", ""coordinates"": [2.336626780278671, 48.86378031016906]}";750000419;23;;;;1;70.56999969;N;O;;N;23;23 GAL DE CHARTRES;750000001;750005907;118125
48.8707198116, 2.34155731787;"{""type"": ""Point"", ""coordinates"": [2.341557317868273, 48.87071981159076]}";750005094;41;;;;2;79.72000122;N;O;;N;41;41 PAS DES PANORAMAS;750000002;750005751;118204
48.8699527128, 2.33917725834;"{""type"": ""Point"", ""coordinates"": [2.33917725833667, 48.869952712761766]}";750005543;82;;;;2;252.47999573;O;O;;N;82;82 RUE DE RICHELIEU;750000002;750005602;118288
48.871275046, 2.34289087432;"{""type"": ""Point"", ""coordinates"": [2.342890874318246, 48.871275046038896]}";750004743;169;;;;2;76.69999695;O;O;;N;169;169 RUE MONTMARTRE;750000002;750005645;118482
48.8709829235, 2.34170429673;"{""type"": ""Point"", ""coordinates"": [2.341704296725972, 48.87098292350059]}";750005112;16;;;;2;259.23999023;N;O;;N;16;16 PAS DES PANORAMAS;750000002;750005751;118677
48.8697940884, 2.33334116312;"{""type"": ""Point"", ""coordinates"": [2.3333411631244942, 48.869794088370334]}";750004477;17;;;;2;58.59999847;N;O;;N;17;17 RUE LOUIS LE GRAND;750000002;750005775;118679
48.8713675084, 2.34034369711;"{""type"": ""Point"", ""coordinates"": [2.34034369711317, 48.87136750842109]}";750005540;108;;A;;2;255.83000183;N;O;;N;108 A;108 A RUE DE RICHELIEU;750000002;750005602;108397
48.866245704, 2.33341680335;"{""type"": ""Point"", ""coordinates"": [2.333416803345035, 48.866245703977675]}";750000110;22;;;;1;290.98999023;N;O;;N;22;22 RUE D'ARGENTEUIL;750000001;750005960;108493
48.8662820946, 2.33512718932;"{""type"": ""Point"", ""coordinates"": [2.335127189319474, 48.86628209464968]}";750002730;19;;;;1;161.50999451;N;O;;N;19;19 RUE THERESE;750000001;750005543;63521
48.8671221176, 2.33334484945;"{""type"": ""Point"", ""coordinates"": [2.333344849450133, 48.867122117597845]}";750002655;57;;;;1;67.56999969;O;O;;N;57;57 RUE SAINT-ROCH;750000001;750005525;63695
48.8661772613, 2.33978670531;"{""type"": ""Point"", ""coordinates"": [2.3397867053072883, 48.86617726134549]}";750005220;2;;;;2;4.400000099999999;O;O;;N;2;2 RUE DES PETITS CHAMPS;750000002;750005659;63804
48.8688518252, 2.33685857427;"{""type"": ""Point"", ""coordinates"": [2.336858574273336, 48.86885182517725]}";750005589;13;;;;2;179.91000366;O;O;;N;13;13 RUE SAINT-AUGUSTIN;750000002;750005572;63938
48.8679391796, 2.3415847618;"{""type"": ""Point"", ""coordinates"": [2.341584761803857, 48.86793917961773]}";750004961;11;;;;2;74.9;N;O;;N;11;11 RUE NOTRE-DAME DES VICTOIRES;750000002;750005703;64110
48.86520601, 2.3371756734;"{""type"": ""Point"", ""coordinates"": [2.337175673397228, 48.865206010033354]}";750001422;39;;;;1;76.38999939;N;O;;N;39;39 GAL DE MONTPENSIER;750000001;750005648;113776
